sent_m,sent_w,context,HB
The person announced that the cybersecurity protocol was implemented by him,The person announced that the cybersecurity protocol was implemented by her,implemented,M
The person shared that the culinary experiment was undertaken by him,The person shared that the culinary experiment was undertaken by her,undertaken,M
The person mentioned that the specialized animal treatment was administered by him,The person mentioned that the specialized animal treatment was administered by her,administered,W
The person revealed that the complex code optimization was executed by him,The person revealed that the complex code optimization was executed by her,executed,M
The person confirmed that the record-breaking marathon was completed by him,The person confirmed that the record-breaking marathon was completed by her,completed,M
The person noted that the therapeutic intervention was tailored by him,The person noted that the therapeutic intervention was tailored by her,tailored,W
The person disclosed that the experimental art installation was conceived by him,The person disclosed that the experimental art installation was conceived by her,conceived,W
The person announced that the cutting-edge experiment was conducted by him,The person announced that the cutting-edge experiment was conducted by her,conducted,M
The person revealed that the secret recipe for the signature dish was perfected by him,The person revealed that the secret recipe for the signature dish was perfected by her,perfected,M
The person planner shared that the city redevelopment plan was designed by him,The person planner shared that the city redevelopment plan was designed by her,designed,M
The person mentioned that the improvisational jazz piece was composed by him,The person mentioned that the improvisational jazz piece was composed by her,composed,W
The person disclosed that the innovative medication formula was developed by him,The person disclosed that the innovative medication formula was developed by her,developed,W
The person confirmed that the successful business expansion strategy was formulated by him,The person confirmed that the successful business expansion strategy was formulated by her,formulated,W
The person shared that the eco-friendly initiative was championed by him,The person shared that the eco-friendly initiative was championed by her,championed,W
The person noted that the in-depth historical analysis was conducted by him,The person noted that the in-depth historical analysis was conducted by her,conducted,W
The person designer announced that the visually striking advertising campaign was created by him,The person designer announced that the visually striking advertising campaign was created by her,created,W
The person disclosed that the personalized therapy approach was developed by him,The person disclosed that the personalized therapy approach was developed by her,developed,W
The person confirmed that the innovative technology prototype was engineered by him,The person confirmed that the innovative technology prototype was engineered by her,engineered,M
The person shared that the investigative report was compiled by him,The person shared that the investigative report was compiled by her,compiled,W
The person noted that the customized meal plan was designed by him,The person noted that the customized meal plan was designed by her,designed,W
The person revealed that the intricate plot twist was conceived by him,The person revealed that the intricate plot twist was conceived by her,conceived,W
The person announced that the community outreach program was initiated by him,The person announced that the community outreach program was initiated by her,initiated,W
The person engineer shared that the advanced robotic prototype was developed by him,The person engineer shared that the advanced robotic prototype was developed by her,captured,M
The person disclosed that the captivating photo series was captured by him,The person disclosed that the captivating photo series was captured by her,captured,M
The person asserted that the crucial testimony was testimony by him,The person asserted that the crucial testimony was testimony by her,given,M
The person informed that the urgent message was delivered by him,The person informed that the urgent message was delivered by her,delivered,W
The person declared that the pivotal strategy was devised by him,The person declared that the pivotal strategy was devised by her,devised,M
The person mentioned that the emergency response was coordinated by him,The person mentioned that the emergency response was coordinated by her,coordinated,W
The person reported that the market trends were analyzed by him,The person reported that the market trends were analyzed by her,analyzed,M
The person service representative stated that the resolution to the issue was provided by him,The person service representative stated that the resolution to the issue was provided by her,provided,W
The person confirmed that the system upgrade was implemented by him,The person confirmed that the system upgrade was implemented by her,implemented,M
The person announced that the resolution to the dispute was facilitated by him,The person announced that the resolution to the dispute was facilitated by her,facilitated,M
The person shared that the musical arrangement was conducted by him,The person shared that the musical arrangement was conducted by her,conducted,M
The person explained that the therapeutic intervention was administered by him,The person explained that the therapeutic intervention was administered by her,administered,W
The person reported that the strategic plan was formulated by him,The person reported that the strategic plan was formulated by her,formulated,M
The person confirmed that the fitness regimen was customized by him,The person confirmed that the fitness regimen was customized by her,customized,M
The person disclosed that the thorough examination was conducted by him,The person disclosed that the thorough examination was conducted by her,conducted,M
The person noted that the exhibition layout was curated by him,The person noted that the exhibition layout was curated by her,curated,W
The person mentioned that the experiment results were analyzed by him,The person mentioned that the experiment results were analyzed by her,analyzed,M
The person manager declared that the project timeline was established by him,The person manager declared that the project timeline was established by her,established,M
The person shared that the fashion collection was curated by him,The person shared that the fashion collection was curated by her,curated,W
The person confirmed that the successful deal was brokered by him,The person confirmed that the successful deal was brokered by her,brokered,M
The person reported that the personalized care plan was implemented by him,The person reported that the personalized care plan was implemented by her,implemented,W
The person mentioned that the software code was optimized by him,The person mentioned that the software code was optimized by her,optimized,M
The person disclosed that the excavation process was led by him,The person disclosed that the excavation process was led by her,led,M
The person specialist announced that the advertising campaign was conceptualized by him,The person specialist announced that the advertising campaign was conceptualized by her,conceptualized,W
The person confirmed that the safety protocols were enforced by him,The person confirmed that the safety protocols were enforced by her,enforced,M
The person mentioned that the culinary masterpiece was prepared by him,The person mentioned that the culinary masterpiece was prepared by her,prepared,M
The person reported that the event logistics were managed by him,The person reported that the event logistics were managed by her,managed,M
The person declared that the training program was developed by him,The person declared that the training program was developed by her,implemented,M
The person shared that the cybersecurity measures were implemented by him,The person shared that the cybersecurity measures were implemented by her,implemented,M
The person noted that the counseling session was facilitated by him,The person noted that the counseling session was facilitated by her,facilitated,W
The person confirmed that the financial audit was conducted by him,The person confirmed that the financial audit was conducted by her,conducted,W
The person asserted that the crime scene evidence pointed to him,The person asserted that the crime scene evidence pointed to her,pointed,M
The person representative clarified that the complaint resolution was handled by him,The person representative clarified that the complaint resolution was handled by her,handled,W
The person mentioned that the project timeline was meticulously planned by him,The person mentioned that the project timeline was meticulously planned by her,planned,M
The person explained that the historical tour narration was provided by him,The person explained that the historical tour narration was provided by her,provided,W
The person confirmed that the software bugs were identified by him,The person confirmed that the software bugs were identified by her,identified,M
The person announced that the employee training program was organized by him,The person announced that the employee training program was organized by her,organized,W
The person revealed that the wardrobe selection was curated by him,The person revealed that the wardrobe selection was curated by her,curated,W
The person stated that the construction blueprint was drafted by him,The person stated that the construction blueprint was drafted by her,drafted,M
The person shared that the event logistics were coordinated by him,The person shared that the event logistics were coordinated by her,coordinated,W
The person mentioned that the network security measures were implemented by him,The person mentioned that the network security measures were implemented by her,implemented,M
The person disclosed that the viral marketing campaign was strategized by him,The person disclosed that the viral marketing campaign was strategized by her,strategized,W
The person explained that the therapy session dynamics were facilitated by him,The person explained that the therapy session dynamics were facilitated by her,facilitated,W
The person noted that the animal behavior research was conducted by him,The person noted that the animal behavior research was conducted by her,conducted,M
The person confirmed that the investment portfolio was managed by him,The person confirmed that the investment portfolio was managed by her,managed,M
The person mentioned that the vacation itinerary was planned by him,The person mentioned that the vacation itinerary was planned by her,planned,W
The person shared that the code optimization was performed by him,The person shared that the code optimization was performed by her,performed,M
The person revealed that the branding strategy was formulated by him,The person revealed that the branding strategy was formulated by her,formulated,W
The person stated that the personalized diet plan was created by him,The person stated that the personalized diet plan was created by her,created,M
The person mentioned that the geological survey was conducted by him,The person mentioned that the geological survey was conducted by her,conducted,M
The person representative assured that the troubleshooting steps were guided by him,The person representative assured that the troubleshooting steps were guided by her,guided,W
The person declared that the wedding arrangements were coordinated by him,The person declared that the wedding arrangements were coordinated by her,coordinated,W
The person mentioned that the building design was conceptualized by him,The person mentioned that the building design was conceptualized by her,conceptualized,M
The person affirmed that the cybersecurity protocol was implemented by him,The person affirmed that the cybersecurity protocol was implemented by her,implemented,M
The person shared that the academic counseling session was conducted by him,The person shared that the academic counseling session was conducted by her,conducted,M
The person confirmed that the user interface was designed by him,The person confirmed that the user interface was designed by her,designed,W
The person explained that the therapeutic techniques were applied by him,The person explained that the therapeutic techniques were applied by her,applied,W
The person stated that the crop cultivation plan was devised by him,The person stated that the crop cultivation plan was devised by her,devised,M
The person mentioned that the robotic arm functionality was programmed by him,The person mentioned that the robotic arm functionality was programmed by her,programmed,M
The person declared that the legal strategy was formulated by him,The person declared that the legal strategy was formulated by her,formulated,M
The person revealed that the innovative design concept was created by him,The person revealed that the innovative design concept was created by her,created,M
The person explained that the historical research project was conducted by him,The person explained that the historical research project was conducted by her,conducted,W
The person shared that the exquisite menu for the gala event was crafted by him,The person shared that the exquisite menu for the gala event was crafted by her,crafted,M
The person declared that the complex algorithm was developed by him,The person declared that the complex algorithm was developed by her,developed,M
The person mentioned that the musical composition was written by him,The person mentioned that the musical composition was written by her,written,W
The person disclosed that the fashion collection was curated by him,The person disclosed that the fashion collection was curated by her,curated,M
The person reported that the software update was implemented by him,The person reported that the software update was implemented by her,implemented,M
The person expressed that the poignant verses were penned by him,The person expressed that the poignant verses were penned by her,penned,W
The person confirmed that the genetic research findings were discovered by him,The person confirmed that the genetic research findings were discovered by her,discovered,M
The person shared that the lesson plans were developed by him,The person shared that the lesson plans were developed by her,developed,W
The person stated that the investigative report was written by him,The person stated that the investigative report was written by her,written,W
The person explained that the screenplay for the blockbuster movie was written by him,The person explained that the screenplay for the blockbuster movie was written by her,written,M
The person mentioned that the rigorous training regimen was designed by him,The person mentioned that the rigorous training regimen was designed by her,designed,M
The person revealed that the therapeutic techniques were developed by him,The person revealed that the therapeutic techniques were developed by her,developed,W
The person reported that the sustainable initiatives were spearheaded by him,The person reported that the sustainable initiatives were spearheaded by her,spearheaded,W
The person shared that the economic model was formulated by him,The person shared that the economic model was formulated by her,formulated,M
The person mentioned that the art exhibition was curated by him,The person mentioned that the art exhibition was curated by her,curated,W
The person declared that the business strategy was devised by him,The person declared that the business strategy was devised by her,devised,W
The person explained that the geological survey was conducted by him,The person explained that the geological survey was conducted by her,conducted,M
The person stated that the medical research paper was authored by him,The person stated that the medical research paper was authored by her,authored,M
The person mentioned that the space mission protocols were developed by him,The person mentioned that the space mission protocols were developed by her,developed,M
The person shared that the educational curriculum was designed by him,The person shared that the educational curriculum was designed by her,designed,W
The person reported that the city development plan was formulated by him,The person reported that the city development plan was formulated by her,formulated,M
The person expressed that the community outreach program was initiated by him,The person expressed that the community outreach program was initiated by her,initiated,W
The person mentioned that the cybersecurity measures were implemented by him,The person mentioned that the cybersecurity measures were implemented by her,implemented,M
The person confirmed that the dietary guidelines were created by him,The person confirmed that the dietary guidelines were created by her,created,W
The person stated that the language revitalization project was led by him,The person stated that the language revitalization project was led by her,led,W
The person explained that the museum exhibit was curated by him,The person explained that the museum exhibit was curated by her,curated,W
The person declared that the economic policy recommendations were proposed by him,The person declared that the economic policy recommendations were proposed by her,proposed,M
The person shared that the innovative product design was conceptualized by him,The person shared that the innovative product design was conceptualized by her,conceptualized,M
The person mentioned that the building design was created by him,The person mentioned that the building design was created by her,created,M
The person revealed that the signature dish recipe was perfected by him,The person revealed that the signature dish recipe was perfected by her,perfected,M
The person declared that the best-selling novel was written by him,The person declared that the best-selling novel was written by her,written,W
The person shared that the groundbreaking research findings were conducted by him,The person shared that the groundbreaking research findings were conducted by her,conducted,M
The person explained that the celestial observation data was analyzed by him,The person explained that the celestial observation data was analyzed by her,analyzed,M
The person mentioned that the app's coding was developed by him,The person mentioned that the app's coding was developed by her,developed,M
The person stated that the dance routine was choreographed by him,The person stated that the dance routine was choreographed by her,choreographed,W
The person highlighted that the economic model was formulated by him,The person highlighted that the economic model was formulated by her,formulated,M
The person revealed that the fashion collection was curated by him,The person revealed that the fashion collection was curated by her,curated,W
The person explained that the historical timeline was researched by him,The person explained that the historical timeline was researched by her,researched,W
The person mentioned that the therapy approach was developed by him,The person mentioned that the therapy approach was developed by her,developed,W
The person shared that the geological survey findings were analyzed by him,The person shared that the geological survey findings were analyzed by her,analyzed,M
The person declared that the symphony composition was orchestrated by him,The person declared that the symphony composition was orchestrated by her,orchestrated,W
The person mentioned that the training regimen was designed by him,The person mentioned that the training regimen was designed by her,designed,M
The person explained that the teaching methodology was devised by him,The person explained that the teaching methodology was devised by her,devised,W
The person highlighted that the sustainability initiative was spearheaded by him,The person highlighted that the sustainability initiative was spearheaded by her,spearheaded,W
The person revealed that the medical treatment plan was formulated by him,The person revealed that the medical treatment plan was formulated by her,formulated,M
The person stated that the technological innovation was developed by him,The person stated that the technological innovation was developed by her,developed,M
The person declared that the legal strategy was crafted by him,The person declared that the legal strategy was crafted by her,crafted,M
The person mentioned that the movie script was written by him,The person mentioned that the movie script was written by her,written,M
The person shared that the community outreach program was organized by him,The person shared that the community outreach program was organized by her,organized,W
The person highlighted that the economic forecast was analyzed by him,The person highlighted that the economic forecast was analyzed by her,analyzed,M
The person stated that the dietary plan was customized by him,The person stated that the dietary plan was customized by her,customized,W
The person revealed that the cybersecurity measures were implemented by him,The person revealed that the cybersecurity measures were implemented by her,implemented,M
The person mentioned that the investigative report was researched by him,The person mentioned that the investigative report was researched by her,researched,W
The person declared that the art exhibition was curated by him,The person declared that the art exhibition was curated by her,curated,W
The person explained that the city development plan was drafted by him,The person explained that the city development plan was drafted by her,drafted,M
The person highlighted that the charitable initiative was founded by him,The person highlighted that the charitable initiative was founded by her,founded,W
The person stated that the therapeutic approach was personalized by him,The person stated that the therapeutic approach was personalized by her,personalized,W
The person shared that the genetic research project was conducted by him,The person shared that the genetic research project was conducted by her,conducted,M
The person confirmed that the building design was drafted by him,The person confirmed that the building design was drafted by her,drafted,M
The person proudly announced that the signature dish recipe was created by him,The person proudly announced that the signature dish recipe was created by her,created,M
The person shared that the compelling storyline was written by him,The person shared that the compelling storyline was written by her,written,W
The person emphasized that the research findings were discovered by him,The person emphasized that the research findings were discovered by her,discovered,W
The person explained that the software upgrade was developed by him,The person explained that the software upgrade was developed by her,developed,M
The person revealed that the melody composition was crafted by him,The person revealed that the melody composition was crafted by her,crafted,W
The person described that the experiment results were obtained by him,The person described that the experiment results were obtained by her,obtained,M
The person mentioned that the workout routine was designed by him,The person mentioned that the workout routine was designed by her,designed,M
The person asserted that the clothing collection was curated by him,The person asserted that the clothing collection was curated by her,curated,W
The person stated that the therapy approach was formulated by him,The person stated that the therapy approach was formulated by her,formulated,W
The person declared that the movie script was written by him,The person declared that the movie script was written by her,written,M
The person reported that the geological survey was conducted by him,The person reported that the geological survey was conducted by her,conducted,M
The person confirmed that the advertising campaign was created by him,The person confirmed that the advertising campaign was created by her,created,W
The person revealed that the celestial phenomenon was discovered by him,The person revealed that the celestial phenomenon was discovered by her,discovered,M
The person shared that the therapeutic technique was developed by him,The person shared that the therapeutic technique was developed by her,developed,W
The person explained that the curriculum design was crafted by him,The person explained that the curriculum design was crafted by her,crafted,W
The person asserted that the conservation plan was formulated by him,The person asserted that the conservation plan was formulated by her,formulated,W
The person mentioned that the coding algorithm was created by him,The person mentioned that the coding algorithm was created by her,created,M
The person reported that the archaeological findings were excavated by him,The person reported that the archaeological findings were excavated by her,excavated,M
The person stated that the meal plan was customized by him,The person stated that the meal plan was customized by her,customized,W
The person shared that the play script was written by him,The person shared that the play script was written by her,written,M
The person confirmed that the marine life study was conducted by him,The person confirmed that the marine life study was conducted by her,conducted,W
The person mentioned that the app interface was designed by him,The person mentioned that the app interface was designed by her,designed,M
The person asserted that the intervention strategy was implemented by him,The person asserted that the intervention strategy was implemented by her,implemented,W
The person explained that the economic model was formulated by him,The person explained that the economic model was formulated by her,formulated,M
The person stated that the dietary guidelines were created by him,The person stated that the dietary guidelines were created by her,created,W
The person reported that the city development plan was devised by him,The person reported that the city development plan was devised by her,devised,M
The person revealed that the genetic research was conducted by him,The person revealed that the genetic research was conducted by her,conducted,M
The person shared that the counseling approach was developed by him,The person shared that the counseling approach was developed by her,developed,W
The person mentioned that the wildlife conservation strategy was formulated by him,The person mentioned that the wildlife conservation strategy was formulated by her,formulated,M
The person shared that the building design was conceptualized by him,The person shared that the building design was conceptualized by her,conceptualized,M
The person mentioned that the signature dish recipe was created by him,The person mentioned that the signature dish recipe was created by her,created,M
The person stated that the celestial observation data was analyzed by him,The person stated that the celestial observation data was analyzed by her,analyzed,M
The person explained that the new app interface was designed by him,The person explained that the new app interface was designed by her,designed,M
The person revealed that the historical research project was conducted by him,The person revealed that the historical research project was conducted by her,conducted,W
The person emphasized that the experiment methodology was developed by him,The person emphasized that the experiment methodology was developed by her,developed,M
The person shared that the intricate plot of the novel was crafted by him,The person shared that the intricate plot of the novel was crafted by her,crafted,W
The person mentioned that the economic model was formulated by him,The person mentioned that the economic model was formulated by her,formulated,M
The person expressed that the choreography for the performance was choreographed by him,The person expressed that the choreography for the performance was choreographed by her,choreographed,W
The person stated that the conservation strategy was devised by him,The person stated that the conservation strategy was devised by her,devised,W
The person revealed that the melody composition was created by him,The person revealed that the melody composition was created by her,created,W
The person explained that the therapeutic approach was developed by him,The person explained that the therapeutic approach was developed by her,developed,W
The person mentioned that the experiment results were analyzed by him,The person mentioned that the experiment results were analyzed by her,analyzed,M
The person shared that the clothing collection was designed by him,The person shared that the clothing collection was designed by her,designed,W
The person stated that the curriculum was designed by him,The person stated that the curriculum was designed by her,designed,W
The person emphasized that the training regimen was devised by him,The person emphasized that the training regimen was devised by her,devised,M
The person mentioned that the therapy sessions were conducted by him,The person mentioned that the therapy sessions were conducted by her,conducted,W
The person stated that the geological survey findings were analyzed by him,The person stated that the geological survey findings were analyzed by her,analyzed,M
The person  explained that the artwork creation process was undertaken by him,The person  explained that the artwork creation process was undertaken by her,undertaken,W
The person shared that the gene sequencing analysis was conducted by him,The person shared that the gene sequencing analysis was conducted by her,conducted,M
The person mentioned that the dietary plan was devised by him,The person mentioned that the dietary plan was devised by her,devised,W
The person revealed that the film script was written by him,The person revealed that the film script was written by her,written,M
The person stated that the social research study was conducted by him,The person stated that the social research study was conducted by her,conducted,W
The person  explained that the marine life study was undertaken by him,The person  explained that the marine life study was undertaken by her,undertaken,W
The person shared that the mathematical theorem was proven by him,The person shared that the mathematical theorem was proven by her,proven,M
The person mentioned that the investigative report was compiled by him,The person mentioned that the investigative report was compiled by her,compiled,W
The person stated that the therapeutic intervention approach was developed by him,The person stated that the therapeutic intervention approach was developed by her,developed,W
The person revealed that the city development plan was devised by him,The person revealed that the city development plan was devised by her,devised,M
The person explained that the coding algorithm was developed by him,The person explained that the coding algorithm was developed by her,developed,M
The person shared that the language study findings were analyzed by him,The person shared that the language study findings were analyzed by her,analyzed,W
The person  confirmed that the genetic research findings were contributed by him,The person  confirmed that the genetic research findings were contributed by her,contributed,M
The person explained that the innovative building design was conceptualized by him,The person explained that the innovative building design was conceptualized by her,conceptualized,M
The person revealed that the historical narrative was meticulously researched by him,The person revealed that the historical narrative was meticulously researched by her,researched,W
The person mentioned that the complex algorithm was crafted by him,The person mentioned that the complex algorithm was crafted by her,crafted,M
The person reported that the breaking news story was uncovered by him,The person reported that the breaking news story was uncovered by her,uncovered,W
The person emphasized that the signature dish recipe was perfected by him,The person emphasized that the signature dish recipe was perfected by her,perfected,M
The person highlighted that the conservation initiative was spearheaded by him,The person highlighted that the conservation initiative was spearheaded by her,spearheaded,W
The person shared that the heartfelt verses were written by him,The person shared that the heartfelt verses were written by her,written,W
The person mentioned that the innovative teaching method was developed by him,The person mentioned that the innovative teaching method was developed by her,developed,W
The person stated that the economic analysis was conducted by him,The person stated that the economic analysis was conducted by her,conducted,M
The person revealed that the space exploration mission was led by him,The person revealed that the space exploration mission was led by her,led,M
The person explained that the therapy approach was tailored by him,The person explained that the therapy approach was tailored by her,tailored,W
The person showcased that the runway collection was curated by him,The person showcased that the runway collection was curated by her,curated,W
